Generated for com.unity.probuilder@file:/Users/amylouise/Documents/gitmore/com.unity.probuilder
Generated on: 2021-09-15 12:22:21 PM
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L82)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Selection_Loop_Edge).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L42)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/workflow-uvs).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L104)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/ref_tools).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L52)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Face_ConformNormals).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L74)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Object_Mirror).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L35)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/workflow-create-polyshape).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L125)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/smoothing-groups).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L86)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Selection_SmoothingGroup).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L129)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/auto-uvs-actions).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L6)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/installing).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L56)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Face_Delete).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L2)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/whats-new).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L138)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/gloss).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L93)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Vert_SetPivot).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L43)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/workflow-edit-smoothing).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L100)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Object_Subdivide).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L33)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/workflow-create).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L10)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/toolbar).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L71)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Object_LightmapUVs).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L60)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Edge_Extrude).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L55)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Vert_Connect).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L132)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/faq).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L83)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Selection_Ring_Edge).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L105)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/cut-tool).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L133)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/experimental).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L38)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/workflow-edit-tips).
[21-09-15 04:20:50.938]Warning:[BuildCommand.BuildCore.Build Document.LinkPhaseHandlerWithIncremental.ConceptualDocumentProcessor.Save](Packages/com.unity.probuilder/Documentation~/TableOfContents.md#L110)Invalid file link:(~/Packages/com.unity.probuilder/Documentation~/Cube).
	228 Warning(s)
	0 Error(s)


Validation Suite Results for package "com.unity.probuilder"
 - Path: /Users/amylouise/Documents/gitmore/com.unity.probuilder
 - Version: 5.0.4
 - Type: Tooling
 - Context: LocalDevelopmentInternal
 - Lifecycle: 2
 - Test Time: 2021-09-15 12:22:11 PM
 - Tested with com.unity.package-validation-suite version: 0.19.2-preview

PACKAGE DEPENDENCIES:
--------------------
    - com.unity.settings-manager@1.0.3
    - com.unity.modules.physics@1.0.0
    - com.unity.modules.imgui@1.0.0


***************************************
PACKAGE CONTAINS VALIDATION EXCEPTIONS!
***************************************

VALIDATION RESULTS:
------------------

Succeeded - "Assembly Definition Validation"
    
Succeeded - "Assets Validation"
    
Succeeded - "ChangeLog Validation"
    
Succeeded - "Package Diff Evaluation"
    
Succeeded - "Folder Structure Validation"
    Warning: The Resources Directory should not be used in packages.  For more guidance, please visit https://docs.unity3d.com/Manual/BestPracticeUnderstandingPerformanceInUnity6.html

    Information: Problematic directory: //var/folders/_d/7qc4fmrj2vb1hj_y5dnmgdzx9myxhj/T/publish-com.unity.probuilder@5.0.4/Tests/Editor/Performance/Resources

    Information: Problematic directory: //var/folders/_d/7qc4fmrj2vb1hj_y5dnmgdzx9myxhj/T/publish-com.unity.probuilder@5.0.4/Content/Resources
    
Succeeded - "License Validation"
    
Succeeded - "Package Lifecycle Validation"
    Warning: Automated promotion of Release or Release Candidate packages is not allowed. Release Management are the only ones that can promote Release and Release Candidate packages to production, if you need this to happen, please go to #devs-pkg-promotion. Read more about this error and potential solutions at https://docs.unity3d.com/Packages/com.unity.package-validation-suite@latest/index.html?preview=1&subfolder=/manual/lifecycle_validation_error.html%23a-release-package-must-be-manually-promoted-by-release-management
    
Succeeded - "Documentation Validation"
    
Succeeded - "Manifest Validation"
    Information: Skipping Git tags check as this is a package in development.
    
Succeeded - "Meta Files Validation"
    
Succeeded - "Package Unity Version Validation"
    
Succeeded - "Path Length Validation"
    
Succeeded - "Release Validation"
    
Succeeded - "Required File Type Validation"
    
Succeeded - "Restricted File Type Validation"
    
Succeeded - "Samples Validation"
    
Succeeded - "Unity Version Validation"
    
Succeeded - "API Updater Configuration Validation"
    
Succeeded - "Xmldoc Validation"
    
NotRun - "API Validation"
    Information: Previous package binaries must be present on artifactory to do API diff.
    
NotImplementedYet - "Signature Validation"
    
